TITLE;CHILDREN;PERS_H;AGE;TMADD;TMJOB1;TEL;NMBLOAN;FINLOAN;INCOME;EC_CARD;INC;INC1;STATUS;BUREAU;LOCATION;LOANS;REGN;DIV;CASH;PRODUCT;RESID;NAT;PROF;CAR;CARDS;GB
R;0;2;55;1500;4500;200;0;100;220000;0;250000;200;V;100;100;2;8;100;170000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;2;4;39;2400;8400;100;0;0;300000;0;1000000;400;V;100;100;1;2;100;500000;Cars;Owner;German;Food,Building,Ca;Car;no credit cards;0
H;1;3;27;1200;5400;200;0;0;240000;0;250000;200;V;300;100;0;4;100;150000;Leisure;Lease;German;Others;Without Vehicle;no credit cards;1
H;2;4;50;5400;4200;100;0;0;270000;0;1000000;400;V;100;100;3;7;100;250000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;0
H;1;2;43;5400;300;200;0;100;210000;0;250000;200;G;100;100;0;7;100;250000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
R;1;2;41;12000;19200;200;0;0;0;100;0;100;W;100;100;1;6;100;160000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;2;29;3000;2400;200;0;0;190000;0;250000;200;V;100;100;2;4;100;700000;Cars;Lease;Others;Others;Car and Motor bi;no credit cards;0
R;0;1;23;2100;8400;200;0;100;220000;0;250000;200;G;100;100;2;0;0;50000;Leisure;Lease;German;Others;Without Vehicle;no credit cards;1
H;2;4;31;12000;12000;200;0;100;250000;0;250000;200;V;100;100;1;3;100;600000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
H;2;4;35;3600;2100;200;0;100;280000;0;1000000;400;V;300;100;0;2;100;1000000;Cars;Lease;German;Food,Building,Ca;Car;no credit cards;0
H;2;4;32;7200;300;200;0;0;260000;0;1000000;400;V;300;0;0;3;100;50000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;31;9600;2100;200;0;100;0;100;0;100;U;100;100;3;6;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;2;4;35;4800;3300;200;0;0;320000;0;1000000;400;V;100;100;2;5;100;250000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;1;3;32;3000;19200;200;0;100;270000;0;1000000;400;V;100;100;2;4;100;400000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;1;3;32;5400;3900;200;0;100;0;100;0;100;V;100;100;2;2;100;250000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;1;2;29;3600;1200;200;0;100;250000;0;250000;200;U;100;100;2;4;100;80000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;2;27;1500;600;200;0;0;300000;0;1000000;400;V;100;100;1;5;100;300000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;24;28800;8400;200;0;100;200000;0;250000;200;U;300;100;0;4;100;300000;Dept. Store,Mail;;German;Food,Building,Ca;Without Vehicle;no credit cards;1
H;0;1;23;6600;3900;200;0;0;190000;0;250000;200;U;300;100;0;2;100;60000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
H;0;1;29;28800;900;200;100;100;230000;100;250000;300;U;100;100;1;4;100;70000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;1;27;16800;3000;200;0;0;350000;100;1000000;500;U;100;100;2;2;100;120000;Radio, TV, Hifi;Lease;German;Self-employed pe;Car;Cheque card;1
H;2;4;43;21600;21600;200;0;0;300000;0;1000000;400;V;100;100;1;4;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;1;3;33;4200;21600;200;0;0;280000;0;1000000;400;V;100;100;1;4;100;110000;Dept. Store,Mail;;German;Others;Car;no credit cards;0
H;0;1;29;4200;2700;200;0;0;0;0;0;0;U;100;100;3;4;100;50000;Radio, TV, Hifi;Lease;German;Self-employed pe;Car;Mastercard/Euroc;0
H;0;1;26;1800;10800;200;0;0;250000;0;250000;200;U;300;100;0;5;100;120000;Dept. Store,Mail;;German;Others;Car;no credit cards;0
H;0;1;24;16800;2400;200;0;0;200000;0;250000;200;U;300;100;0;0;0;60000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;0;1;31;300;19200;200;0;100;240000;0;250000;200;U;300;100;0;3;100;120000;Dept. Store,Mail;;German;Civil Service, M;Car;no credit cards;0
R;2;4;30;12000;14400;200;0;0;180000;0;250000;200;V;100;100;1;4;100;150000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
R;2;4;29;7200;600;200;0;0;150000;0;250000;200;V;100;100;1;7;100;60000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Without Vehicle;no credit cards;1
H;0;1;29;4800;7200;200;0;100;250000;100;250000;300;U;100;100;2;4;100;140000;Radio, TV, Hifi;Lease;Yugoslav;Others;Car;Cheque card;1
R;0;1;27;8400;1500;200;0;0;0;100;0;100;G;100;100;3;0;0;300000;Radio, TV, Hifi;Lease;German;Self-employed pe;Without Vehicle;Cheque card;1
H;1;2;49;600;14400;200;0;100;250000;0;250000;200;G;300;100;0;8;100;100000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;0;2;25;4800;2100;200;0;0;0;100;0;100;V;100;100;2;7;100;400000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;0
H;0;2;46;21600;28800;200;0;100;320000;0;1000000;400;V;300;100;0;5;100;190000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;0
R;3;5;37;300;4500;200;0;0;210000;0;250000;200;V;300;100;0;2;100;250000;Radio, TV, Hifi;Lease;Greek;Sea Vojage, Gast;Car;no credit cards;1
R;1;2;33;5400;4200;200;0;0;180000;0;250000;200;G;300;100;0;3;100;150000;Furniture,Carpet;Lease;German;Civil Service, M;Car;no credit cards;0
H;1;3;28;3000;3900;200;0;100;260000;0;1000000;400;V;100;100;3;7;100;90000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;1;2;34;3600;2400;200;0;100;270000;0;1000000;400;G;100;100;1;7;100;150000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;0
H;2;4;33;900;21600;200;0;100;500000;0;1000000;400;V;100;100;1;5;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;1;3;41;1500;33600;200;0;100;280000;0;1000000;400;V;300;100;0;9;100;300000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;0
H;0;2;62;16800;1500;200;0;0;0;100;0;100;V;300;100;0;9;100;100000;Radio, TV, Hifi;Lease;German;Pensioner;Car;Cheque card;0
R;1;3;43;24000;28800;200;0;0;260000;0;1000000;400;V;100;100;1;6;100;50000;Radio, TV, Hifi;Lease;German;Civil Service, M;Without Vehicle;no credit cards;0
H;0;1;36;4800;4200;100;0;0;230000;0;250000;200;G;300;100;0;2;100;150000;Radio, TV, Hifi;Lease;Others;Others;Without Vehicle;no credit cards;1
H;0;1;32;31200;12000;200;0;0;0;100;0;100;U;100;100;1;5;100;300000;Furniture,Carpet;Lease;German;Self-employed pe;Without Vehicle;Cheque card;0
H;1;3;45;28800;28800;200;0;0;330000;0;1000000;400;V;100;100;4;3;100;400000;Furniture,Carpet;;German;Others;Car;no credit cards;1
H;1;3;25;2100;1800;200;0;100;300000;0;1000000;400;V;100;100;2;3;100;60000;Furniture,Carpet;;German;Chemical Industr;Car;no credit cards;1
H;3;5;36;2400;2400;200;0;0;300000;0;1000000;400;V;300;100;0;8;100;2000000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;2;4;31;14400;12000;200;0;0;310000;0;1000000;400;V;100;100;1;3;100;1000000;Cars;Owner;German;Others;Car;no credit cards;0
H;1;3;29;5400;14400;200;0;100;0;100;0;100;V;100;100;1;4;100;250000;Furniture,Carpet;Lease;Turkish;Others;Car;Cheque card;0
H;0;1;40;8400;3300;200;0;100;240000;0;250000;200;G;300;100;0;4;100;110000;Furniture,Carpet;Lease;Other European;Others;Car;no credit cards;0
R;1;3;38;600;2700;200;0;0;150000;0;250000;200;V;300;100;0;3;100;60000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;0;1;27;1500;4500;200;0;0;160000;0;250000;200;U;100;100;1;7;100;140000;Dept. Store,Mail;Lease;German;Others;Without Vehicle;no credit cards;1
H;0;2;67;24000;2400;200;0;100;350000;100;1000000;500;V;100;100;2;3;100;500000;Radio, TV, Hifi;Owner;German;Pensioner;Car;Cheque card;0
H;1;3;43;9600;24000;200;0;0;350000;0;1000000;400;V;300;100;0;4;100;600000;Cars;Owner;German;Others;Car;no credit cards;0
H;2;4;42;9600;19200;200;0;0;1000000;100;1000000;500;V;100;100;3;6;100;250000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
H;0;2;62;1200;4800;100;0;0;100000;0;250000;200;V;100;100;0;4;100;100000;Furniture,Carpet;Lease;Turkish;Pensioner;Without Vehicle;no credit cards;1
H;2;4;41;4200;3900;200;0;0;230000;0;250000;200;V;100;100;2;4;100;60000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;1;3;48;300;3900;200;0;0;290000;0;1000000;400;V;100;100;1;0;0;400000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;0
R;2;3;40;8400;3900;200;0;100;220000;0;250000;200;G;300;100;0;8;100;250000;Furniture,Carpet;;German;Food,Building,Ca;Car;Other credit car;0
H;0;2;32;12000;12000;200;0;100;230000;0;250000;200;V;300;100;0;5;100;140000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Without Vehicle;no credit cards;0
R;1;3;31;2400;9600;200;0;0;500000;0;1000000;400;V;300;100;0;4;100;90000;Dept. Store,Mail;;German;Others;Without Vehicle;no credit cards;1
H;0;1;27;600;600;200;0;0;180000;0;250000;200;U;100;100;1;4;100;50000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
R;0;1;35;12000;2400;200;0;0;230000;0;250000;200;G;300;100;0;9;100;100000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;0
R;1;3;25;5400;1800;200;0;0;150000;0;250000;200;V;300;100;0;5;100;150000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;1;24;1500;5400;100;0;0;170000;0;250000;200;U;100;100;1;5;100;80000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
H;0;1;33;4200;19200;200;0;100;0;100;0;100;U;100;100;2;4;100;300000;Cars;Lease;German;Others;Without Vehicle;Cheque card;0
H;0;1;30;600;19200;200;0;0;0;100;0;100;U;100;100;2;3;100;250000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;2;4;45;19200;3300;200;0;100;500000;0;1000000;400;V;300;100;0;6;100;150000;Furniture,Carpet;Lease;Other European;Others;Car;no credit cards;0
R;2;3;53;99900;33600;200;0;0;0;100;0;100;U;300;100;0;6;100;110000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;Cheque card;0
H;1;3;27;900;3900;200;0;100;300000;0;1000000;400;V;100;100;1;0;0;400000;Radio, TV, Hifi;Lease;Others;Civil Service, M;Without Vehicle;no credit cards;1
R;1;3;43;6000;4500;200;0;100;0;100;0;100;V;300;100;0;5;100;100000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;1;47;99900;1200;200;0;100;190000;0;250000;200;U;300;100;0;0;0;150000;Leisure;Lease;German;Pensioner;Car;no credit cards;0
R;0;2;29;3000;2700;200;0;0;280000;0;1000000;400;V;300;100;0;9;100;150000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;0
H;0;1;26;31200;10800;200;0;100;290000;0;1000000;400;U;100;100;2;4;100;100000;Dept. Store,Mail;;German;Others;Car;no credit cards;1
R;2;4;47;3600;2400;200;0;0;150000;0;250000;200;V;300;100;0;4;100;250000;Dept. Store,Mail;;German;Pensioner;Car;no credit cards;0
R;3;5;37;16800;21600;200;0;0;260000;0;1000000;400;V;300;100;0;8;100;150000;Radio, TV, Hifi;;Italian;Others;Car;no credit cards;0
H;2;4;58;19200;16800;200;0;100;290000;0;1000000;400;V;100;100;0;4;100;400000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;2;3;39;9600;6000;200;0;100;230000;0;250000;200;U;100;100;1;3;100;110000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;1;3;36;12000;2100;200;0;100;330000;0;1000000;400;V;100;100;1;6;100;500000;Radio, TV, Hifi;Lease;Others;Civil Service, M;Without Vehicle;no credit cards;0
H;1;3;34;300;6000;200;0;0;280000;0;1000000;400;V;300;100;0;2;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;25;3000;10800;200;0;0;230000;0;250000;200;U;100;100;0;2;100;110000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
H;2;4;37;300;1200;100;0;0;320000;0;1000000;400;V;300;100;0;7;100;1500000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;1;3;25;19200;1800;200;0;100;260000;0;1000000;400;V;100;100;1;5;100;130000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;3;4;37;900;12000;100;0;0;290000;0;1000000;400;U;300;100;0;5;100;70000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;2;3;24;600;6600;200;0;0;160000;0;250000;200;U;300;100;0;0;0;70000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
H;2;4;55;3000;5400;200;0;0;300000;0;1000000;400;V;100;100;1;7;100;130000;Cars;Lease;German;Others;Car;no credit cards;1
H;1;3;38;9600;19200;200;0;0;350000;0;1000000;400;V;100;100;3;6;100;170000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;0
R;0;1;34;6600;4200;200;0;0;200000;0;250000;200;U;100;100;1;2;100;60000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;0
H;0;2;43;16800;4800;100;0;0;0;100;0;100;V;100;100;1;2;100;250000;Dept. Store,Mail;Lease;German;Civil Service, M;Car;Cheque card;0
H;2;4;41;4800;4500;200;0;0;230000;0;250000;200;V;100;100;1;6;100;800000;Cars;Lease;German;Others;Car;no credit cards;1
H;2;4;39;3600;5400;200;0;100;310000;0;1000000;400;V;300;100;0;7;100;1000000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;0;1;23;21600;3300;200;0;0;0;100;0;100;U;300;100;0;3;100;100000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;1;3;32;3000;1500;200;0;100;400000;0;1000000;400;V;100;100;1;8;100;130000;Leisure;Lease;German;Others;Car;no credit cards;1
H;0;1;45;3000;3900;200;0;0;1000000;0;1000000;400;U;100;100;0;6;100;90000;Leisure;Lease;German;Self-employed pe;Car;no credit cards;1
H;2;4;41;99900;24000;200;0;0;340000;0;1000000;400;V;100;100;1;3;100;400000;Dept. Store,Mail;Owner;German;Others;Car;no credit cards;0
H;0;2;26;2400;600;100;0;0;190000;0;250000;200;V;300;100;0;4;100;150000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;1
H;0;1;25;4200;2100;200;0;100;0;100;0;100;U;100;100;1;8;100;250000;Radio, TV, Hifi;Lease;German;Military Service;Car;Cheque card;0
H;2;4;28;3000;300;200;0;100;240000;0;250000;200;V;100;100;1;8;100;250000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;0;1;24;300;5400;200;0;100;280000;0;1000000;400;U;300;100;0;6;100;140000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;23;600;900;200;0;0;200000;0;250000;200;U;100;100;0;3;100;170000;Furniture,Carpet;Lease;Turkish;Others;Without Vehicle;no credit cards;1
H;0;2;55;28800;99900;200;0;0;300000;0;1000000;400;V;100;100;2;8;100;1000000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;2;4;35;600;6600;200;0;0;290000;0;1000000;400;V;300;100;0;6;100;170000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;1;3;31;24000;9600;200;0;100;280000;0;1000000;400;V;100;100;2;5;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;24;300;2100;200;0;0;250000;0;250000;200;U;100;100;4;6;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;24;10800;3900;200;0;0;230000;0;250000;200;U;300;100;0;4;100;90000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;2;4;57;19200;99900;200;0;0;400000;0;1000000;400;V;100;100;1;3;100;1000000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;0;1;47;3000;3900;200;0;100;0;100;0;100;G;300;100;0;6;100;80000;Dept. Store,Mail;Lease;German;Self-employed pe;Car;Cheque card;1
H;0;1;26;2100;2400;200;0;100;0;100;0;100;U;300;100;0;9;100;100000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;2;4;45;2100;24000;200;0;0;0;100;0;100;V;100;100;1;5;100;250000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;Cheque card;0
H;0;1;33;0;3300;200;0;100;210000;0;250000;200;U;100;100;0;5;100;150000;Dept. Store,Mail;;German;Food,Building,Ca;Without Vehicle;no credit cards;0
H;1;3;26;16800;600;200;0;0;250000;0;250000;200;V;300;100;0;2;100;200000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;27;600;3600;100;0;100;310000;0;1000000;400;U;100;100;1;2;100;250000;Dept. Store,Mail;Lease;German;Military Service;Car;no credit cards;0
H;0;1;36;8400;4200;200;0;0;0;100;0;100;U;100;100;2;4;100;60000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;0;1;24;1800;600;200;0;0;220000;0;250000;200;U;300;100;0;4;100;80000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;23;16800;1200;200;0;0;220000;0;250000;200;U;100;100;2;4;100;160000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;1;2;43;1200;4200;200;0;100;270000;0;1000000;400;U;100;100;2;4;100;130000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;35;6000;10800;200;0;0;0;100;0;100;U;300;100;0;5;100;180000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;Cheque card;1
R;0;1;23;3000;3000;200;0;100;200000;0;250000;200;U;100;100;2;3;100;100000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;1;3;31;8400;14400;200;0;100;250000;100;250000;300;V;100;100;2;6;100;150000;Radio, TV, Hifi;;German;State,Steel Ind,;Car;Cheque card;0
H;0;2;65;16800;4800;200;0;0;260000;0;1000000;400;V;100;100;2;4;100;140000;Dept. Store,Mail;Lease;German;Pensioner;Car;no credit cards;0
H;1;3;49;19200;5400;200;0;100;500000;0;1000000;400;V;100;100;2;9;100;60000;Cars;Lease;German;Others;Car;no credit cards;1
R;1;2;26;1500;5400;200;0;0;230000;0;250000;200;G;300;100;0;3;100;50000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;0
R;0;2;47;900;1500;200;0;0;0;100;0;100;V;100;100;2;2;100;50000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;0;1;37;2400;600;200;0;100;0;100;0;100;U;100;100;1;6;100;90000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;1
R;1;3;29;1200;2400;200;0;0;150000;0;250000;200;V;300;100;0;4;100;140000;Radio, TV, Hifi;;German;Civil Service, M;Car;no credit cards;0
R;0;1;29;6600;600;200;0;100;150000;0;250000;200;U;100;100;1;2;100;90000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
H;1;2;23;2100;2400;200;0;0;170000;0;250000;200;U;100;100;1;5;100;80000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;3;5;35;1800;9600;200;0;100;400000;100;1000000;500;V;100;100;1;4;100;600000;Radio, TV, Hifi;;German;Others;Car;Cheque card;1
H;1;3;32;3600;6000;200;0;100;500000;0;1000000;400;V;100;100;1;8;100;1500000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;2;4;29;4200;1500;200;0;0;270000;0;1000000;400;V;100;100;2;0;0;120000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;3;5;49;8400;600;200;0;100;230000;0;250000;200;V;300;100;0;3;100;190000;Furniture,Carpet;;Turkish;Others;Car;no credit cards;1
H;1;3;32;5400;5400;200;0;0;280000;0;1000000;400;V;100;100;0;3;100;400000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;29;26400;7200;200;0;100;250000;0;250000;200;U;300;100;0;3;100;80000;Radio, TV, Hifi;Lease;German;Chemical Industr;Car;no credit cards;1
H;0;2;54;24000;12000;200;0;0;190000;0;250000;200;V;100;100;1;4;100;120000;Furniture,Carpet;Lease;Turkish;Others;Without Vehicle;no credit cards;0
H;1;3;29;600;6600;200;0;0;270000;0;1000000;400;V;300;100;0;3;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;1;3;26;900;2700;200;0;100;280000;0;1000000;400;V;100;100;2;8;100;200000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;1
R;0;2;53;19200;28800;200;0;0;0;100;0;100;V;100;100;1;6;100;80000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;2;41;8400;600;200;0;100;300000;0;1000000;400;V;100;100;1;2;100;500000;Cars;Owner;German;Food,Building,Ca;Car;no credit cards;1
H;2;3;33;14400;300;200;0;0;220000;0;250000;200;U;100;100;1;4;100;300000;Radio, TV, Hifi;Lease;German;State,Steel Ind,;Car;no credit cards;1
H;2;4;39;4200;16800;200;0;0;400000;0;1000000;400;V;300;100;0;4;100;160000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;2;28;0;5400;200;0;0;230000;0;250000;200;V;300;100;0;6;100;150000;Radio, TV, Hifi;Lease;German;Sea Vojage, Gast;Car;no credit cards;0
H;3;5;32;99900;600;200;0;0;260000;0;1000000;400;V;300;100;0;3;100;60000;Dept. Store,Mail;;German;Others;Car;no credit cards;0
H;1;3;31;300;1500;200;0;100;250000;0;250000;200;V;100;100;2;5;100;500000;Cars;Lease;German;Sea Vojage, Gast;Without Vehicle;no credit cards;1
H;3;5;30;6000;9600;200;0;100;320000;0;1000000;400;V;100;100;4;6;100;160000;Furniture,Carpet;Owner;Turkish;Others;Car;no credit cards;1
H;0;1;24;12000;1800;200;0;0;190000;0;250000;200;U;100;100;0;3;100;120000;Cars;Lease;German;Military Service;Car;Mastercard/Euroc;0
H;0;2;48;4800;33600;200;0;100;300000;0;1000000;400;V;100;100;1;5;100;50000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;0
H;2;4;39;6000;4500;200;0;100;230000;0;250000;200;V;300;100;0;3;100;170000;Cars;Lease;German;Others;Car;no credit cards;0
H;2;4;38;6000;5400;200;0;100;270000;0;1000000;400;V;300;100;0;2;100;170000;Radio, TV, Hifi;;German;State,Steel Ind,;Car;no credit cards;1
H;0;1;34;8400;1800;200;0;0;190000;0;250000;200;U;300;100;0;2;100;90000;Radio, TV, Hifi;;German;Civil Service, M;Car;no credit cards;0
H;0;2;29;300;10800;200;0;100;340000;0;1000000;400;V;100;100;1;0;0;150000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;1
H;0;1;28;1200;10800;200;0;100;270000;0;1000000;400;U;100;100;1;7;100;90000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;0
H;0;1;26;26400;2700;200;0;100;230000;0;250000;200;U;100;100;1;6;100;80000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;no credit cards;1
H;2;4;38;14400;19200;200;0;100;280000;0;1000000;400;V;300;100;0;3;100;120000;Radio, TV, Hifi;;German;Civil Service, M;Car;no credit cards;0
R;1;3;24;2400;8400;200;0;0;150000;0;250000;200;V;100;100;1;2;100;80000;Radio, TV, Hifi;;German;Food,Building,Ca;Without Vehicle;no credit cards;1
H;0;2;33;12000;16800;200;0;100;0;100;0;100;V;100;100;1;5;100;250000;Radio, TV, Hifi;;German;Others;Car;Cheque card;0
H;2;4;25;900;4500;100;0;100;270000;0;1000000;400;V;100;100;1;4;100;130000;Dept. Store,Mail;Lease;Turkish;Others;Without Vehicle;no credit cards;1
H;2;4;25;900;4200;200;0;100;300000;0;1000000;400;V;100;100;3;4;100;500000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;1
H;0;1;24;600;6600;200;0;100;0;100;0;100;U;100;100;2;5;100;100000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;2;4;42;600;6600;100;0;0;300000;0;1000000;400;V;100;100;2;4;100;80000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;2;42;14400;1500;200;0;100;0;100;0;100;V;100;100;1;2;100;250000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;Cheque card;0
H;0;1;26;7200;4200;200;0;0;230000;0;250000;200;U;100;100;1;2;100;400000;Radio, TV, Hifi;;Turkish;Others;Car;no credit cards;1
H;0;1;23;14400;900;200;0;0;150000;100;250000;300;U;100;100;0;6;100;80000;Radio, TV, Hifi;;German;Others;Without Vehicle;Cheque card;0
